Contig	allgenomes_nodup_sl_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Mean
PRET1608S21F02_ctg_1120	0.081501566	0.07624609	0.08039624	0.08754953	0.11553702	0.05666319	0.075411886	0.019082377	0.027403545	0.14339937	0.16834202	0.18971846	0.06	0.0765172	0.044650678	0.017059436	0.022252345	0.046193954	0.12256517	0.063295096	0.040479667	0.040479667	0.07203337	0.06575599	0.082836285	0.062002085	0.056308653	0.09818561	0.13887383	0.17956205	0.049217936	0.027904067	0.04750782	0.03489051	0.044629823	0.021876955	0.08665276	0.12177268	0.059562042	0.04953076	0.069426484	0.040980186	0.02016684	0.040104274	0.05265902	0.08583941	0.061397288	0.072825864	0.09015641	0.054702815	0.07570386	0.049134515	0.034473408	0.032513034	0.0049426486	0.009822732	0.005505735	0.0013972889	0.0006882169	0.001438999	0.000729927	0	0	0.058498435	0.023712201	0.033368092	0.016225236	0.04458811	0.009301356
PRET1608S21F02_ctg_1125	0	0	0	0.011710581	0.009473024	0	0	0	0	0.15014638	0.008845671	0.018193224	0.03421163	0.033856127	0.03161857	0	0	0	0	0.012630698	0.0056461734	0.039899625	0.006315349	0.014596404	0.006315349	0.0062944377	0.021183604	0	0.006315349	0	0	0	0	0	0.0062944377	0	0.012149728	0	0.008824759	0.0029067337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029903806	0	0	0.0026348808	0	0	0	0	0	0	0
PRET1608S21F02_ctg_1613	0.18769673	0.18881206	0.18065779	1.2164226	1.0950009	0.41653654	0.86219543	0.39576674	0.7130889	0.33724937	0.07467718	0.08369891	0.0032964037	0.007460282	0.022207351	0	0.0700176	0.054502193	0	0.0035938236	0	0.033261456	0.0037425335	0	0.02597467	0.04852901	0.06273081	0	0.003073339	0	0	0	0	0	0.010607976	0.029370213	0.51969165	0.29910526	0.38307682	0.018514387	0.0037177484	0.0146975	0.0037425335	0	0.0144496495	0.5844053	0.5091333	0.988822	0.3730389	0.5326542	0.58641285	0.033187103	0.02607381	0.06719211	0.061070215	0.064044416	0.13232706	0.22898853	0.07353707	0.066126354	0.22075991	0.15339431	0.09683496	0.011153245	0.0037425335	0	0.0037425335	0.010905395	0.0061962474
PRET1608S21F02_ctg_1673	0.014018337	0	0	0.19964133	0.07153141	0.08610543	0.094061784	0.032532647	0.07804804	0.14702837	0.015180218	0.015255992	0	0.007602738	0	0	0.06817206	0	0	0.03043621	0.0066176658	0.007526963	0	0.003813998	0.015255992	0.003813998	0.022833472	0	0	0	0	0	0	0	0.00626405	0	0	0.0029552171	0.030486727	0.00378874	0	0.040994164	0.014245662	0	0.0068702484	0	0	0	0	0	0.007627996	0	0	0	0	0.007526963	0	0	0	0	0	0	0	0.015230734	0.011290445	0	0	0.0037382233	0.022050466
PRET1608S21F02_ctg_1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040254765	0.0036946153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_2076	0	0	0	0.09153183	0.03797147	0.012741726	0.03396854	0.004228449	0.0038619835	0.03749225	0.004200259	0.008034053	0	0	0	0	0	0.0042566387	0	0.012657157	0.0042566387	0.008513277	0.020860348	0	0.008400518	0	0	0.029345436	0	0.016913796	0.023651125	0.012657157	0.012769916	0	0.008456898	0	1.1689407	1.0528556	2.3635056	0.25506005	0.13454925	1.5208322	0.024665952	0.017026555	0.0332638	0.07208096	0.067401476	0.34935445	0.03317923	0.059480183	0.105683036	0	0	0.021226814	0	0	0	0.004228449	0	0	0.0010712071	0	0	0.008231381	0.012685347	0	0	0	0
PRET1608S21F02_ctg_2159	0	0	0	0.03707208	0.017317507	0.008630082	0.016285338	0.017260164	0.035466485	0.0035552497	0	0	0.0037559492	0	0	0	0	0.008658754	0.004329377	0	0	0	0	0	0	0	0	0.004329377	0.06792247	0.021532198	0.012701416	0.00857274	0.004329377	0.004300705	0	0.004329377	0.004300705	0	0.012271346	0	0	0.016256666	0.012959459	0.01717415	0.07271059	0	0	0	0	0	0	0	0	0	0	0	0.012529388	0	0	0	0	0	0	0.034548998	0.013762257	0.014364356	0.008630082	0.0066517578	0.008658754
PRET1608S21F02_ctg_2438	0	0	0.000888426	0.000888426	0.000888426	0	0.000888426	0	0	0.000888426	0	0	0.004472765	0	0	0	0	0	0.009190613	0.000888426	0.000888426	0	0.000888426	0	0	0	0	0	0.007873292	0.0008577906	0	0.0025733716	0	0.000888426	0	0	0.014429263	0.009895227	0.0009803321	0.0007965198	0	0.007781386	0	0	0.004288953	0	0	0	0	0	0	0	0.004625942	0	0	0	0	0	0	0	0	0	0	0	0	0.0015930396	0	0.0060964404	0.0031248084
PRET1608S21F02_ctg_2659	0.35197443	0.26516387	0.27194244	1.5233253	1.3683454	0.6189928	1.358721	0.6527898	1.2603678	0.50836134	0.055507593	0.124252595	0.014356514	0.01931255	0.019248601	0.009656275	0.2611351	0.09170264	0.00911271	0.014484412	0.013397282	0.028329337	0	0.009656275	0.066187054	0.014036771	0.071334936	0.019216627	0.0048281373	0	0.019184653	0	0	0	0.009592326	0.01438849	0.42359713	0.42004797	0.41809753	0.0048281373	0.018673062	0.052182253	0	0.01931255	0	0.95088726	0.812534	1.4936211	0.6392646	0.7536051	0.9357314	0.013269384	0.043389287	0.12521183	0.18490808	0.18346922	0.36869705	0.23184653	0.1019984	0.12473221	0.21103117	0.15577938	0.17646682	0.035203837	0.007226219	0.006458833	0	0.017969625	0.03376499
PRET1608S21F02_ctg_2903	0.004989786	0.004855832	0	0.149928	0.11583671	0.12990189	0.1225679	0.095911056	0.05388299	0.27966243	0.020227052	0.01738053	0	0	0.004922809	0.020227052	0	0.01336191	0	0.024781488	0	0	0.005056763	0	0	0	0.014902381	0	0	0	0.010113526	0.015069824	0	0	0	0.005056763	0.01938984	0.005056763	0.033655938	0.004989786	0.0042195506	0.044037372	0.0046883896	0	0.00981213	0	0	0	0	0	0	0	0	0.0040855967	0	0	0	0	0	0	0	0	0	0.02608754	0.017414019	0	0.019992633	0.00890794	0
PRET1608S21F02_ctg_3099	0.0061532077	0.0074322456	0.005427268	0.019911505	0.0045284843	0.0052198563	0.010128595	0.029521571	0.027896848	0.007224834	0.00414823	0.0024543696	0.002074115	0.0078125	0.0012444691	0.0008987832	0.20105088	0.061462943	0.012824945	0.008918695	0.012410122	0.0045976215	0	0	0.069482855	0.010370575	0.058697455	0.006395188	0.0078125	0.0026963495	0.030904314	0.010405144	0.0039408184	0.0661297	0.10401687	0.6658946	0.028588219	0.021778207	0.014034845	0.012963219	0.003975387	0.04245022	0.75642973	0.11127627	0.7384541	0.008987832	0.012133573	0.011027378	0.004735896	0.0013136062	0.002419801	0.020153485	0.016627489	0.108476214	0	0	0	0	0	0	0.010370575	0	0	0.072594024	0.057176437	0.031941373	0.54310703	1.2199599	0.79245025
PRET1608S21F02_ctg_3163	0	0	0	0	0	0	0	0	0	0.026358107	0.0052086976	0.010522268	0	0.010067818	0.018877158	0	0	0	0	0	0	0.005278613	0	0	0	0	0.00517374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004299797	0	0	0	0
PRET1608S21F02_ctg_3387	0	0	0	0	0	0	0	0	0.010824073	0.10856545	0.01630827	0.038028575	0.04336845	0.010860153	0.048888728	0	0	0	0	0.0054120366	0	0.06956271	0	0	0.010751912	0	0	0	0	0	0	0.0009380863	0	0	0	0	0	0.0054481165	0.010896233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004221388
PRET1608S21F02_ctg_3473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011339316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_4482	0.02336604	0.06469317	0.01875104	0.20671877	0.18351904	0.04843672	0.06855979	0.01862631	0.03068352	0.3155247	0.0152586065	0.024862798	0.043863297	0	0.018792616	0	0	0.012556128	0	0.012472975	0.0019540994	0.042907033	0	0	0.024696492	0.0050307666	0.0062364875	0	0	0	0.012556128	0	0	0	0	0	0.01875104	0.043863297	0.03592217	0	0	0	0.0062364875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004906037	0	0	0	0.005072343	0.02507068	0	0	0	0	0	0
PRET1608S21F02_ctg_5815	0	0	0	0	0	0	0	0	0	0.0071580946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021379475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_6047	0	0	0	0	0	0	0.0061913515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062397216	0.012866402	0	0	0.0062397216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034826351	0	0	0	0	0
PRET1608S21F02_ctg_6397	0.013801007	0.007523292	0	0.059040405	0.063524485	0.0064770067	0.03363061	0.014648	0.029594937	0.028797768	0	0.015046584	0	0	0.006875592	0	0	0	0	0	0	0.0064271833	0	0	0	0	0	0	0	0	0.006676299	0	0	0	0	0	0	0	0.0148971155	0	0	0.014349061	0	0	0	0.028698122	0.0069752377	0.059488814	0.013302775	0.021971999	0.014349061	0	0	0	0.007523292	0	0	0.1473768	0.041452844	0.06990185	0.019680135	0.023715809	0.015694285	0	0	0	0	0	0
PRET1608S21F02_ctg_6449	0	0	0	0	0	0	0	0	0	0	0	0.015110577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075552887	0	0	0	0	0
PRET1608S21F02_ctg_6466	0	0	0	0.26358533	0.20458192	0.061309405	0.1427712	0.057449367	0.24684179	0	0	0	0	0.052336074	0.009675155	0	0.0674253	0.05955484	0.013936235	0	0	0	0	0	0	0.015039101	0	0	0	0	0.01930018	0.015139363	0	0.04286144	0.049929816	0.03844997	0	0.015139363	0	0.018197313	0.01639262	0.02080409	0.022508522	0.007118508	0.031732503	0.0025065169	0	0	0.015089232	0.010126328	0.029075596	0.0831161	0.17971726	0.14668137	0.005764989	0.015139363	0.028624423	0.08572288	0	0.049629036	0.0073691597	0	0.0075696814	0.025416082	0.02967716	0.010928414	0.041157007	0.047022257	0.08702627
PRET1608S21F02_ctg_6534	0	0	0	0	0	0	0.0013104839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013104839	0	0.0013104839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004032258	0	0	0	0	0.008467742
PRET1608S21F02_ctg_6619	0.03060603	0.022789564	0	0.09902548	0.0886712	0.07572835	0.053547863	0.01522688	0.022941833	0.25692824	0.010151254	0.015328393	0.030555274	0	0	0.014973099	0	0	0	0	0	0.0076641967	0	0	0.022840321	0.0061922646	0.022738809	0	0	0	0.015328393	0.0059384834	0.0076641967	0	0	0	0.055679627	0.029996954	0.015328393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013501167	0	0	0	0	0.00761344	0	0	0	0	0	0
PRET1608S21F02_ctg_7987	0	0	0	0	0	0	0	0	0.008337089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_8329	0	0	0	0.26112485	0.40440965	0.11242876	0.37637442	0.14207587	0.24932359	0	0	0	0	0.0077715735	0.008404813	0.026077947	0.05837315	0	0	0	0	0	0	0	0.008059409	0	0.023602556	0	0	0	0.15404986	0.026077947	0.024869034	0.15163203	0.11553739	0.36261585	0	0	0.01692476	0	0.017385297	0.15767659	0.07610385	0.025962811	0.18294859	0	0	0	0.008692648	0.03442519	0.042887572	0.06084854	0.015370445	0.09521616	0.008692648	0	0.008692648	0.008692648	0.017385297	0.006792931	0.017385297	0	0	0.08825053	0.15859766	0.04887456	0.11404064	0.070865236	0.13793103
PRET1608S21F02_ctg_8524	0.17219046	0.07521298	0.052748278	1.3433889	1.0133622	0.5	1.0509394	0.23275761	0.57194537	0.7132104	0.017621659	0.13402964	0.0429455	0.11401564	0.07918077	0.014062318	0.10508811	0	0	0.008810829	0.03390127	0.00869413	0	0.017621659	0.00869413	0.050647683	0.031042129	0.008810829	0.01756331	0	0.16139573	0.05146458	0.092484534	0	0.019955654	0.01330377	0.494165	0.31117985	0.46137238	0.067860894	0.0216478	0.32238302	0.0067102346	0.025323842	0.05700782	0	0.06955304	0.04393745	0.00875248	0.04230365	0.033784572	0.01709651	0.12247637	0.25154626	0.05105613	0.03903606	0.24576963	0.17102346	0.010561326	0.02158945	0.052456528	0	0.004959739	0.07684677	0.2195122	0.015287665	0.040669855	0.006651885	0.022406349
PRET1608S21F02_ctg_8652	0	0.001764602	0.009352391	0.15340275	0.15799071	0.058408327	0.045114994	0.009293571	0.088288926	0.0018822423	0.0018822423	0.0036468443	0.20016469	0.17163697	0.23639786	0.1324628	0.15704958	0.06399623	0	0	0	0.029351214	0	0.047350157	0.03511558	0.07428975	0.09458267	0.0504088	0.07699547	0.06370214	0.30368802	0.19540027	0.18216576	1.1131698	1.4531498	1.5844362	0.018881243	0.06381977	0.11469913	0.14134462	0.048938297	0.11658138	2.9750016	1.0359979	7.143227	0.007528969	0	0.0018234221	0.029880594	0.048585378	0.08511264	0.13181578	0.20169401	0.2693371	0.064055055	0.07705429	0.047232516	0.08852421	0.07346626	0.09670019	0.036997825	0.03364508	0.046467856	0.51567554	0.3476266	0.35386154	2.8180108	2.786483	2.925828
PRET1608S21F02_ctg_9206	0	0	0	0	0.018348623	0	0	0	0.009113555	0	0	0	0	0	0	0	0	0	0	0.017558783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_9982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019169735	0	0	0	0	0	0	0	0	0	0	0	0.009584867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_10361	0	0.039068565	0	0.19320828	0.058344115	0.048771024	0.0957956	0.038874514	0.07755498	0.2042044	0	0.05853816	0	0	0.019534282	0	0	0	0	0	0.019469598	0	0	0	0	0	0.02858991	0.019210868	0	0.019404916	0	0	0.019340232	0	0	0	0.110478655	0.0385511	0.048447605	0	0	0.068305306	0	0	0.019469598	0	0.019534282	0.076326005	0.019534282	0.019469598	0.009702458	0.0070504528	0	0.019469598	0	0	0	0	0	0	0	0.019469598	0	0.038939197	0	0	0	0	0
PRET1608S21F02_ctg_12682	0	0	0	0.031501196	0.07473387	0	0.061771307	0.043232676	0	0.054529656	0	0.021869795	0	0	0	0	0	0	0	0.043667175	0	0	0	0	0	0	0.010934898	0	0	0	0.010717648	0	0	0	0	0	0.010934898	0.043377507	0.06503005	0	0.010717648	0.021869795	0	0	0.010862481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041132595	0	0	0.017090304	0	0
PRET1608S21F02_ctg_12960	5.059707	2.2268865	2.2333333	19.965422	12.055238	6.346447	9.394872	1.9298902	4.3013186	9.936337	1.1074725	2.8112822	0.46175826	1.7155311	0.6306227	0.032014653	0.2985348	1.3767033	0.3276923	3.4843955	0.7898901	3.1232967	0.7235897	0.56520146	0.35699633	0.18783882	0.9736996	0.96395606	0.2574359	0.6109158	8.821392	5.2598534	0.53897434	0.12095238	0.2750916	0.4284249	1.7882783	1.6411722	5.63011	1.370989	0.4936264	8.222124	1.0855677	0.06615385	1.3545055	0.594359	0.40520146	4.5872526	0.99728936	1.3128206	1.0054945	0.06586081	0.23194139	0.4504762	0.022124542	0.044249084	0.07684982	1.8081318	0.6842491	0.57494503	0.09260073	0.06615385	0	1.0665934	4.604835	0.27296704	0.3286447	0	0.5264469
PRET1608S21F02_ctg_12988	0.03301783	0.066182405	0.01041896	1.2088194	1.4109619	0.67737913	1.8514931	1.4514638	2.8330765	0.5347421	0.01093257	0.05341551	0.044170517	0.011079316	0.011079316	0.032650966	0.3292978	0.2514491	0	0	0	0.009978722	0	0	0.13082398	0.07329958	0.05466285	0.011079316	0.022158632	0	0.47868517	0.19759336	0.0770416	0.2096999	0.3057451	0.3979749	0.053709004	0.08819429	0.15445007	0.074106686	0.033164576	0.511116	0.15188202	0.05532321	0.5681268	0	0.022158632	0.011079316	0	0.022085259	0.02186514	0.03323795	0.011079316	0.022158632	0.7871451	0.96045196	1.886492	0.5900653	0.24169052	0.21843128	0.13397902	0.071612	0.1877614	0.3733216	0.3041309	0.06280725	0.74099344	0.7810551	1.086947
PRET1608S21F02_ctg_13118	0.16241145	0.20306966	0.12219599	0.3866588	0.15075266	0.145366	0.17901416	0	0.0334268	0.18772137	0.010920897	0.0770366	0.0334268	0	0.021989373	0	0	0	0	0.011068477	0	0.011068477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011142267	0	0	0	0	0	0	0	0.011068477	0.022063164	0.14285715	0.010994687	0	0.054235537	0	0	0	0.0290732	0.018078512	0.011142267	0.08412042	0.06869835	0.0719451	0.012765643	0	0.011142267	0.022284534	0	0	0	0	0
PRET1608S21F02_ctg_13394	0.09687756	0.13682093	0.05894627	0.6667412	0.72203594	0.24763395	0.7457337	0.20873389	0.25247782	0.78821075	0.056114465	0.05969148	0.033758104	0.032640286	0.08994709	0.011252701	0.022132797	0	0	0.011252701	0.011103659	0.08964901	0	0	0.022356361	0	0.011252701	0	0.011252701	0.011252701	0.07876891	0.12176764	0	0.011178181	0.011178181	0.008346374	0.4267084	0.51456887	0.5825322	0.01982264	0.049854685	0.15433341	0.02168567	0.011252701	0.07869439	0.011252701	0.010880095	0.13227513	0	0	0.07861987	0.021983754	0.0520158	0.15202326	0.07079514	0.011103659	0.08197332	0.023101572	0.021834712	0.039868843	0.044861764	0	0.0040241447	0.043967508	0.06259781	0.021462105	0	0.051866755	0.017214397
PRET1608S21F02_ctg_13754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_14072	0.05936423	0	0	0.2381463	0.0693987	0.1150517	0.09061662	0.03462275	0.14998084	0.24258904	0.08050555	0	0	0.0462658	0	0	0	0.055917274	0	0	0.01156645	0.04465722	0	0.019915741	0	0	0.01156645	0.03454615	0	0.034316353	0.103868246	0.0231329	0	0	0	0.01156645	0.14998084	0.20743011	0.34760627	0.089774035	0.0691689	0.7225584	0.01156645	0	0.03400996	0	0.011336653	0.14446571	0.0231329	0.056683265	0.068785906	0	0.0231329	0	0	0	0	0.06641134	0.0231329	0.017770968	0	0	0	0.07223286	0.03378016	0	0.015932593	0	0
PRET1608S21F02_ctg_15679	0	0	0	0	0	0.012306439	0	0	0	0.012224939	0	0	0	0	0	0	0	0	0	0	0	0.012306439	0	0	0	0	0	0	0	0	0.012306439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_16572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_16871	0.0021280218	0.015832482	0.0051072524	0.21595165	0.16207014	0.08188628	0.20667347	0.079502895	0.15509023	0.024259448	0.0022982636	0	0.014981274	0.007575758	0.017875383	0.030303031	0.02817501	0.0051072524	0.0021280218	0.027834525	0.0021280218	0.00485189	0.011831801	0.0022131426	0.019833162	0.009278175	0.035750765	0.0021280218	0.009193054	0.0022982636	0.1692203	0.03694246	0.057882193	0.17620021	0.12138236	0.2594484	0.09261151	0.044603337	0.09456929	0.018215867	0.03217569	0.10674157	0.076438546	0.025195777	0.20097038	0	0	0.0021280218	0.025706504	0	0.012853252	0.051157642	0.042134833	0.14555669	0.006639428	0.012597889	0.015151516	0.04102826	0	0.01566224	0.011406197	0.0021280218	0.021535581	0.28813416	0.20539667	0.100017026	0.100697994	0.053966634	0.102145046
